cgmDatenum_ 1,cgmDatenum_ 2,cgmDatenum_ 3,cgmDatenum_ 4,cgmDatenum_ 5,cgmDatenum_ 6,cgmDatenum_ 7,cgmDatenum_ 8,cgmDatenum_ 9,cgmDatenum_10,cgmDatenum_11,cgmDatenum_12,cgmDatenum_13,cgmDatenum_14,cgmDatenum_15,cgmDatenum_16,cgmDatenum_17,cgmDatenum_18,cgmDatenum_19,cgmDatenum_20,cgmDatenum_21,cgmDatenum_22,cgmDatenum_23,cgmDatenum_24,cgmDatenum_25,cgmDatenum_26,cgmDatenum_27,cgmDatenum_28,cgmDatenum_29,cgmDatenum_30,cgmDatenum_31
737012.671712963,737012.6682407409,737012.6647685191,737012.6612962959,737012.657824074,737012.654351852,737012.65087963,737012.647407407,737012.643935185,737012.640462963,737012.6369907409,737012.6335185191,737012.6300462959,737012.626574074,737012.623101852,737012.61962963,737012.616157407,737012.612685185,737012.609212963,737012.6057407409,737012.6022685191,737012.5987962959,737012.595324074,737012.591851852,737012.58837963,737012.584907407,737012.581435185,737012.577962963,737012.5744907409,737012.5710185191,737012.567546297
737005.7386689809,737005.7351967591,737005.731724537,737005.728252315,737005.724780093,737005.72130787,737005.717835648,737005.714363426,737005.7108912041,737005.7074189809,737005.7039467591,737005.700474537,737005.697002315,737005.693530093,737005.69005787,737005.686585648,737005.683113426,737005.6796412041,737005.6761689809,737005.6726967591,737005.669224537,737005.665752315,737005.662280093,737005.65880787,737005.655335648,737005.651863426,737005.6483912041,737005.6449189809,737005.6414467591,737005.637974537,737005.634502315
737003.66568287,737003.662210648,737003.6587384259,737003.655266204,737003.651793981,737003.6483217591,737003.644849537,737003.641377315,737003.637905093,737003.63443287,737003.630960648,737003.6274884259,737003.6239930559,737003.620520833,737003.6170486109,737003.613576389,737003.610104167,737003.6066319441,737003.603159722,737003.5996875,737003.596215278,737003.5927430559,737003.589270833,737003.5857986109,737003.582326389,737003.578854167,737003.5753819441,737003.571909722,737003.5684375,737003.564965278,737003.5614930559
737002.6343634259,737002.6308912041,737002.627418982,737002.623946759,737002.620474537,737002.616990741,737002.6135185191,737002.6100462959,737002.606574074,737002.603101852,737002.59962963,737002.596157407,737002.592685185,737002.589212963,737002.585740741,737002.5822685191,737002.5787962959,737002.575324074,737002.571851852,737002.56837963,737002.564907407,737002.561435185,737002.557962963,737002.554490741,737002.5510185191,737002.5475462959,737002.544074074,737002.540601852,737002.53712963,737002.533657407,737002.530185185
737001.693333333,737001.689861111,737001.6863888891,737001.6829166671,737001.679444444,737001.675972222,737001.6725,737001.669027778,737001.665555556,737001.662083333,737001.658611111,737001.6551388891,737001.6516666671,737001.648194444,737001.644722222,737001.64125,737001.637777778,737001.634305556,737001.630833333,737001.627361111,737001.6238888891,737001.6204166671,737001.616944444,737001.613472222,737001.61,737001.606527778,737001.603020833,737001.599548611,737001.5960763891,737001.5926041671,737001.5891319448
737000.6897800929,737000.68630787,737000.682835648,737000.6793634259,737000.675891204,737000.672418981,737000.6689467591,737000.6654745371,737000.662002315,737000.6585300929,737000.65505787,737000.651585648,737000.6481134259,737000.644641204,737000.641168981,737000.6376967591,737000.6342245371,737000.630752315,737000.6272800929,737000.62380787,737000.620335648,737000.6168634259,737000.613391204,737000.609918981,737000.6064467591,737000.6029745371,737000.599502315,737000.596018519,737000.592546296,737000.589074074,737000.585601852
736999.6584606479,736999.6549884259,736999.6515162041,736999.648043982,736999.644571759,736999.641099537,736999.637627315,736999.634155093,736999.63068287,736999.6272106479,736999.6237384259,736999.6202662041,736999.616793982,736999.613321759,736999.609849537,736999.606377315,736999.602905093,736999.59943287,736999.5959606479,736999.5924884259,736999.58900463,736999.585532407,736999.582060185,736999.578587963,736999.5751157409,736999.5716435191,736999.5681712959,736999.564699074,736999.561226852,736999.55775463,736999.554282408
736998.627152778,736998.623680556,736998.620208333,736998.6167361109,736998.6132638891,736998.6097916671,736998.606319444,736998.602847222,736998.599375,736998.595902778,736998.592430556,736998.588958333,736998.5854861109,736998.5820138891,736998.5785069441,736998.575034722,736998.5715625,736998.568090278,736998.5646180559,736998.561145833,736998.557673611,736998.5542013891,736998.5507291671,736998.5472569441,736998.543784722,736998.5403125,736998.536840278,736998.5333680559,736998.529895833,736998.526423611,736998.5229513891
736995.733530093,736995.73005787,736995.726585648,736995.7231134259,736995.7196412041,736995.716168982,736995.712696759,736995.709224537,736995.705752315,736995.702280093,736995.69880787,736995.695335648,736995.6918634259,736995.6883912041,736995.684918982,736995.681446759,736995.677974537,736995.674502315,736995.671030093,736995.66755787,736995.664085648,736995.6606134259,736995.6571412041,736995.653668982,736995.650196759,736995.646724537,736995.643252315,736995.639780093,736995.63630787,736995.632835648,736995.6293634259
736994.622349537,736994.618877315,736994.615405093,736994.61193287,736994.608460648,736994.604988426,736994.6015162041,736994.5980439809,736994.5945717591,736994.591099537,736994.587627315,736994.584155093,736994.58068287,736994.577210648,736994.573738426,736994.5702662041,736994.5667939809,736994.5633217591,736994.559849537,736994.556377315,736994.552905093,736994.54943287,736994.545960648,736994.542488426,736994.5390162041,736994.535532407,736994.532060185,736994.528587963,736994.525115741,736994.521643518,736994.518171296
736993.601458333,736993.597986111,736993.594513889,736993.591041667,736993.5875694441,736993.5840972221,736993.580625,736993.5771527779,736993.5736805559,736993.570208333,736993.566736111,736993.563263889,736993.559791667,736993.5563194441,736993.5528472221,736993.549375,736993.5459027779,736993.5424305559,736993.538958333,736993.535486111,736993.532013889,736993.528530093,736993.52505787,736993.521585648,736993.5181134259,736993.514641204,736993.511168981,736993.5076967591,736993.504224537,736993.500752315,736993.497280093
736992.570138889,736992.566666667,736992.563194444,736992.559722222,736992.55625,736992.552777778,736992.549305556,736992.5458333329,736992.5423611109,736992.538888889,736992.535416667,736992.531944444,736992.528472222,736992.525,736992.5215162041,736992.518043982,736992.514571759,736992.511099537,736992.507627315,736992.504155093,736992.50068287,736992.4972106479,736992.4937384259,736992.4902662041,736992.486793982,736992.483321759,736992.479849537,736992.476377315,736992.472905093,736992.46943287,736992.4659606479
736988.672164352,736988.66869213,736988.6652199071,736988.661747685,736988.6582754629,736988.6548032409,736988.651331019,736988.647858796,736988.644386574,736988.640914352,736988.63744213,736988.6339699071,736988.630497685,736988.6270254629,736988.6235532409,736988.620081019,736988.616608796,736988.613136574,736988.609664352,736988.60619213,736988.6027199071,736988.5992361109,736988.595763889,736988.592291667,736988.5888194441,736988.585347222,736988.581875,736988.578402778,736988.5749305559,736988.5714583329,736988.5679861109
736987.65474537,736987.651273148,736987.6478009259,736987.6443287041,736987.6408564821,736987.637384259,736987.633912037,736987.630439815,736987.626967593,736987.62349537,736987.620023148,736987.6165509259,736987.6130787041,736987.6096064821,736987.606134259,736987.602662037,736987.599189815,736987.595694444,736987.592222222,736987.58875,736987.585277778,736987.581805556,736987.578333333,736987.5748611109,736987.5713888891,736987.5679166671,736987.564444444,736987.560972222,736987.5575,736987.554027778,736987.550555556
736986.69287037,736986.689398148,736986.685925926,736986.6824537041,736986.6789814809,736986.6755092591,736986.672037037,736986.668564815,736986.665092593,736986.66162037,736986.658148148,736986.654675926,736986.6512037041,736986.6477314809,736986.6442592591,736986.640787037,736986.637314815,736986.633842593,736986.63037037,736986.626898148,736986.623425926,736986.6199537041,736986.6164814809,736986.6130092591,736986.609537037,736986.606064815,736986.602592593,736986.59912037,736986.595648148,736986.592175926,736986.5887037041
736985.6337847221,736985.6303125,736985.6268402779,736985.6233680559,736985.619895833,736985.616423611,736985.612951389,736985.609479167,736985.6060069441,736985.6025347221,736985.5990625,736985.5955902779,736985.5921180559,736985.588645833,736985.585173611,736985.581701389,736985.5781944441,736985.574722222,736985.57125,736985.567777778,736985.5643055559,736985.560833333,736985.5573611109,736985.553888889,736985.550416667,736985.5469444441,736985.543472222,736985.54,736985.536527778,736985.5330555559,736985.5295833341
736984.6371759259,736984.6337037041,736984.630231482,736984.626759259,736984.623287037,736984.619814815,736984.616342593,736984.61287037,736984.609398148,736984.6059259259,736984.6024537041,736984.598981482,736984.595509259,736984.592037037,736984.588564815,736984.585092593,736984.58162037,736984.578148148,736984.5746759259,736984.571180556,736984.567708333,736984.5642361109,736984.5607638891,736984.557291667,736984.553819445,736984.550347222,736984.546875,736984.543402778,736984.539930556,736984.536458333,736984.5329861109
736982.622013889,736982.618541667,736982.6150694441,736982.611597222,736982.608125,736982.604652778,736982.6011805559,736982.5977083329,736982.5942361109,736982.590763889,736982.587291667,736982.5838194441,736982.580347222,736982.576875,736982.573402778,736982.5699305559,736982.5664583329,736982.5629861109,736982.559513889,736982.556041667,736982.5525694441,736982.549097222,736982.545625,736982.542152778,736982.5386805559,736982.5352083329,736982.5317361109,736982.528263889,736982.524791667,736982.5213194441,736982.5178472219
736981.6532060191,736981.6497337959,736981.6462615741,736981.642789352,736981.63931713,736981.635844907,736981.632372685,736981.628900463,736981.6254166671,736981.621944444,736981.618472222,736981.615,736981.611527778,736981.608055556,736981.604583333,736981.6011111109,736981.5976388891,736981.5941666671,736981.590694444,736981.587222222,736981.58375,736981.580277778,736981.576805556,736981.573333333,736981.5698611109,736981.5663888891,736981.5629166671,736981.559444444,736981.555972222,736981.5525,736981.549027778
736979.594039352,736979.59056713,736979.5870949071,736979.583622685,736979.5801504629,736979.5766782409,736979.573206019,736979.569733796,736979.566261574,736979.562789352,736979.55931713,736979.5558449071,736979.552372685,736979.5489004629,736979.5454282409,736979.541956019,736979.538483796,736979.535011574,736979.531539352,736979.52806713,736979.5245949071,736979.521122685,736979.5176504629,736979.5141782409,736979.510706019,736979.507233796,736979.503761574,736979.500289352,736979.49681713,736979.4933449071,736979.489872685
736978.59744213,736978.593969907,736978.590497685,736978.587025463,736978.583553241,736978.5800810191,736978.5766087959,736978.573136574,736978.569664352,736978.56619213,736978.562719907,736978.559247685,736978.555775463,736978.552303241,736978.5488310191,736978.5453587959,736978.541886574,736978.538414352,736978.53494213,736978.531469907,736978.527997685,736978.524525463,736978.521053241,736978.5175810191,736978.5141087959,736978.510636574,736978.507164352,736978.50369213,736978.500219907,736978.496747685,736978.493275463
736977.5724189809,736977.5689467591,736977.5654745371,736977.562002315,736977.5585300929,736977.55505787,736977.551585648,736977.548113426,736977.5446412041,736977.5411689809,736977.5376967591,736977.5342245371,736977.530752315,736977.5272800929,736977.52380787,736977.520335648,736977.516863426,736977.5133912041,736977.5099189809,736977.5064467591,736977.5029745371,736977.499502315,736977.4960300929,736977.49255787,736977.489085648,736977.485613426,736977.4821412041,736977.4786689809,736977.4751967591,736977.4717245371,736977.468252315
736973.613831019,736973.610358796,736973.6068865741,736973.603414352,736973.59994213,736973.596469907,736973.592997685,736973.589525463,736973.586041667,736973.5825694441,736973.5790972221,736973.575625,736973.5721527779,736973.5686805559,736973.565208333,736973.561736111,736973.558263889,736973.554791667,736973.5513194441,736973.5478472221,736973.544375,736973.5409027779,736973.5374305559,736973.533958333,736973.530486111,736973.527013889,736973.523541667,736973.5200694441,736973.5165972221,736973.513125,736973.5096527779
736972.645011574,736972.641539352,736972.63806713,736972.634594907,736972.631122685,736972.627650463,736972.6241782409,736972.6207060191,736972.6172337959,736972.613761574,736972.610289352,736972.60681713,736972.603344907,736972.599872685,736972.596400463,736972.5929282409,736972.5894560191,736972.5859837959,736972.582511574,736972.579039352,736972.57556713,736972.572094907,736972.568599537,736972.565127315,736972.561655093,736972.55818287,736972.554710648,736972.5512384259,736972.5477662041,736972.544293982,736972.54082176
736971.634525463,736971.631053241,736971.627581018,736971.6241087959,736971.6206365741,736971.617164352,736971.61369213,736971.610219907,736971.606747685,736971.603275463,736971.599803241,736971.596331018,736971.5928587959,736971.5893865741,736971.585914352,736971.58244213,736971.578969907,736971.575497685,736971.572025463,736971.568553241,736971.565081018,736971.561585648,736971.558113426,736971.5546412041,736971.5511689809,736971.5476967591,736971.544224537,736971.540752315,736971.537280093,736971.53380787,736971.530335648
736970.6283449071,736970.624872685,736970.6214004629,736970.6179282409,736970.61443287,736970.6109606479,736970.6074884259,736970.604016204,736970.600543982,736970.597071759,736970.593599537,736970.590127315,736970.586655093,736970.58318287,736970.5797106479,736970.5762384259,736970.572766204,736970.569293982,736970.565821759,736970.562349537,736970.558877315,736970.555405093,736970.55193287,736970.5484606479,736970.5449884259,736970.541516204,736970.538043982,736970.534571759,736970.531099537,736970.527627315,736970.524155093
736969.7081481479,736969.7046759259,736969.7012037041,736969.697731482,736969.694259259,736969.690787037,736969.687314815,736969.683842593,736969.68037037,736969.6768981479,736969.6734259259,736969.6699537041,736969.666481482,736969.663009259,736969.659537037,736969.656064815,736969.652592593,736969.64912037,736969.6456481479,736969.6421759259,736969.6387037041,736969.635231482,736969.631759259,736969.628287037,736969.624803241,736969.6213310191,736969.6178587959,736969.614386574,736969.610914352,736969.60744213,736969.603969908
736968.635162037,736968.631689815,736968.628217593,736968.62474537,736968.6212615741,736968.6177893521,736968.61431713,736968.610844907,736968.607372685,736968.603900463,736968.600428241,736968.596956018,736968.593483796,736968.5900115741,736968.5865393521,736968.58306713,736968.579594907,736968.576122685,736968.572650463,736968.569178241,736968.565706018,736968.562233796,736968.5587615741,736968.5552893521,736968.55181713,736968.548344907,736968.544872685,736968.541400463,736968.537928241,736968.534456018,736968.530983796
736967.638564815,736967.6350925929,736967.63162037,736967.628148148,736967.6246759259,736967.621203704,736967.617731481,736967.6142592591,736967.6107754629,736967.6073032409,736967.603831019,736967.600358796,736967.596886574,736967.593414352,736967.58994213,736967.5864699071,736967.582997685,736967.5795254629,736967.5760532409,736967.572581019,736967.569108796,736967.565636574,736967.562164352,736967.55869213,736967.5552199071,736967.551747685,736967.5482754629,736967.5448032409,736967.541331019,736967.537858796,736967.5343865739
736966.6315509259,736966.6280787041,736966.624606482,736966.621134259,736966.617662037,736966.614189815,736966.610717593,736966.60724537,736966.6037731479,736966.6003009259,736966.59681713,736966.593344907,736966.589872685,736966.586400463,736966.5829282409,736966.5794560191,736966.5759837959,736966.572511574,736966.569039352,736966.56556713,736966.562094907,736966.558622685,736966.555150463,736966.5516782409,736966.5482060191,736966.5447337959,736966.541261574,736966.537789352,736966.53431713,736966.530844907,736966.527372685
736965.6071875,736965.603715278,736965.600243056,736965.596770833,736965.5932986109,736965.589803241,736965.586331018,736965.5828587959,736965.5793865741,736965.5759143521,736965.57244213,736965.568969907,736965.565497685,736965.562025463,736965.558553241,736965.555081018,736965.5516087959,736965.5481365741,736965.5446643521,736965.54119213,736965.537719907,736965.534247685,736965.530775463,736965.527303241,736965.523831018,736965.5203587959,736965.5168865741,736965.5134143521,736965.50994213,736965.506469907,736965.502997685
736963.611053241,736963.607581018,736963.604108796,736963.6006365741,736963.5971643521,736963.59369213,736963.590219907,736963.586747685,736963.583275463,736963.579803241,736963.576331018,736963.572858796,736963.5693865741,736963.5659143521,736963.56244213,736963.558969907,736963.555497685,736963.552025463,736963.548553241,736963.545081018,736963.541608796,736963.5381365741,736963.5346643521,736963.53119213,736963.527719907,736963.524247685,736963.520775463,736963.517303241,736963.513831018,736963.510358796,736963.5068865741
736962.5866782409,736962.583206019,736962.579733796,736962.576261574,736962.572789352,736962.56931713,736962.5658449071,736962.562372685,736962.5589004629,736962.5554282409,736962.551956019,736962.548483796,736962.545011574,736962.541539352,736962.53806713,736962.5345949071,736962.531122685,736962.5276504629,736962.5241782409,736962.520706019,736962.517233796,736962.513761574,736962.510289352,736962.50681713,736962.5033449071,736962.499872685,736962.4964004629,736962.4929282409,736962.489456019,736962.485983796,736962.4825115739
737218.6043518521,737218.60087963,737218.597407407,737218.593935185,737218.590462963,737218.586990741,737218.583518518,737218.5800462959,737218.5765740741,737218.5731018521,737218.56962963,737218.566157407,737218.562685185,737218.559212963,737218.555740741,737218.552268518,737218.5487962959,737218.5453240741,737218.5418518521,737218.53837963,737218.534907407,737218.531435185,737218.527962963,737218.524490741,737218.521018518,737218.5175462959,737218.5140740741,737218.5106018521,737218.50712963,737218.503657407,737218.500185185
737216.5972685191,737216.5937962959,737216.590324074,737216.586851852,737216.58337963,737216.5798958329,737216.5764236109,737216.572951389,737216.569479167,737216.566006944,737216.562534722,737216.5590625,737216.555590278,737216.552118056,737216.5486458329,737216.5451736109,737216.541701389,737216.538229167,737216.534756944,737216.531284722,737216.5278125,737216.524340278,737216.520868056,737216.5173958329,737216.5139236109,737216.510451389,737216.506979167,737216.503506944,737216.500034722,737216.4965625,737216.493090278
737214.597152778,737214.5936805559,737214.590208333,737214.586736111,737214.5832638891,737214.579791667,737214.5763194441,737214.572847222,737214.5693402779,737214.5658680559,737214.562395833,737214.558923611,737214.555451389,737214.551979167,737214.5485069441,737214.5450347221,737214.5415625,737214.5380902779,737214.5346180559,737214.531145833,737214.527673611,737214.524201389,737214.520729167,737214.5172569441,737214.5137847221,737214.5103125,737214.5068402779,737214.5033680559,737214.499895833,737214.496423611,737214.492951389
737210.5523611109,737210.548888889,737210.545416667,737210.54193287,737210.5384606479,737210.5349884259,737210.531516204,737210.528043982,737210.524571759,737210.521099537,737210.517627315,737210.514155093,737210.51068287,737210.5072106479,737210.5037384259,737210.500266204,737210.496793982,737210.493321759,737210.489849537,737210.486377315,737210.482905093,737210.47943287,737210.4759606479,737210.4724884259,737210.469016204,737210.465543982,737210.462071759,737210.458599537,737210.455127315,737210.451655093,737210.448182871
737209.576585648,737209.573113426,737209.5696412041,737209.5661689809,737209.562696759,737209.559224537,737209.555740741,737209.552268518,737209.5487962959,737209.5453240741,737209.5418518521,737209.53837963,737209.534907407,737209.531435185,737209.527962963,737209.524490741,737209.521018518,737209.5175462959,737209.5140740741,737209.5106018521,737209.50712963,737209.503657407,737209.500185185,737209.496712963,737209.493240741,737209.489768518,737209.4862962959,737209.4828240741,737209.4793518521,737209.47587963,737209.472407408
737208.590428241,737208.586956018,737208.583483796,737208.5800115741,737208.5765393521,737208.57306713,737208.569594907,737208.566122685,737208.562650463,737208.559178241,737208.555706018,737208.552233796,737208.5487615741,737208.5452893521,737208.54181713,737208.538344907,737208.534872685,737208.531400463,737208.527928241,737208.524456018,737208.520983796,737208.5175115741,737208.5140393521,737208.51056713,737208.507094907,737208.503622685,737208.500150463,737208.496678241,737208.493206018,737208.489733796,737208.4862615741
737206.614594907,737206.611122685,737206.607650463,737206.604178241,737206.6007060191,737206.5972337959,737206.593761574,737206.590289352,737206.58681713,737206.583344907,737206.579872685,737206.576400463,737206.572928241,737206.5694560191,737206.5659837959,737206.562511574,737206.559039352,737206.55556713,737206.552094907,737206.548622685,737206.545150463,737206.541678241,737206.5382060191,737206.5347337959,737206.531261574,737206.527789352,737206.52431713,737206.520844907,737206.517372685,737206.513900463,737206.510428241
737201.6463657409,737201.642893519,737201.639421296,737201.635949074,737201.632476852,737201.62900463,737201.6255324071,737201.622060185,737201.6185879629,737201.6151157409,737201.611643519,737201.608171296,737201.604699074,737201.601226852,737201.59775463,737201.5942824071,737201.590810185,737201.5873379629,737201.5838657409,737201.580393519,737201.576921296,737201.573449074,737201.569976852,737201.56650463,737201.5630324071,737201.559560185,737201.5560879629,737201.5526157409,737201.549143519,737201.545671296,737201.542199074
737199.5976388891,737199.5941666671,737199.590694444,737199.587222222,737199.58375,737199.580277778,737199.576805556,737199.573333333,737199.5698611109,737199.5663888891,737199.5629166671,737199.559444444,737199.555972222,737199.5525,737199.549027778,737199.545555556,737199.542083333,737199.5386111109,737199.5351388891,737199.5316666671,737199.528194444,737199.524722222,737199.52125,737199.517777778,737199.514305556,737199.510833333,737199.5073611109,737199.5038888891,737199.5004166671,737199.496944444,737199.493472222
737198.58369213,737198.580219907,737198.576747685,737198.573275463,737198.569803241,737198.566331018,737198.562858796,737198.5593865741,737198.5559143521,737198.55244213,737198.548969907,737198.545497685,737198.542025463,737198.538553241,737198.535081018,737198.531608796,737198.5281365741,737198.5246643521,737198.52119213,737198.517719907,737198.514247685,737198.510775463,737198.507303241,737198.503831018,737198.500358796,737198.4968865741,737198.4934143521,737198.48994213,737198.486469907,737198.482997685,737198.479525463
737193.622546296,737193.6190740741,737193.6156018521,737193.61212963,737193.608657407,737193.605185185,737193.601712963,737193.598240741,737193.594768518,737193.591296296,737193.5878240741,737193.5843518521,737193.58087963,737193.577407407,737193.573935185,737193.570462963,737193.566990741,737193.563518518,737193.560046296,737193.5565740741,737193.5531018521,737193.54962963,737193.546157407,737193.542685185,737193.539212963,737193.535740741,737193.532268518,737193.528796296,737193.5253240741,737193.5218518521,737193.51837963
737191.5842361109,737191.580763889,737191.577291667,737191.573819444,737191.570347222,737191.566875,737191.563402778,737191.559930556,737191.5564583329,737191.5529861109,737191.549513889,737191.546041667,737191.542569444,737191.539097222,737191.535625,737191.532152778,737191.528680556,737191.5252083329,737191.5217361109,737191.518263889,737191.514791667,737191.511319444,737191.507847222,737191.504375,737191.500902778,737191.497430556,737191.4939583329,737191.4904861109,737191.487013889,737191.483541667,737191.480069445
737189.570208333,737189.566736111,737189.563263889,737189.559791667,737189.5563194441,737189.5528472221,737189.549375,737189.5459027779,737189.5424305559,737189.538958333,737189.535486111,737189.532013889,737189.528541667,737189.5250694441,737189.5215972221,737189.518125,737189.5146527779,737189.5111805559,737189.507708333,737189.504236111,737189.500763889,737189.497291667,737189.4938194441,737189.4903472221,737189.486875,737189.4834027779,737189.4799305559,737189.476458334,737189.472986112,737189.46951389,737189.466041668
737187.6271180559,737187.623645833,737187.620173611,737187.6167013891,737187.6132291671,737187.6097569441,737187.606284722,737187.6028125,737187.599340278,737187.5958680559,737187.592395833,737187.588923611,737187.5854513891,737187.5819791671,737187.5785069441,737187.575034722,737187.5715625,737187.568090278,737187.5646180559,737187.561145833,737187.557673611,737187.5542013891,737187.5507291671,737187.5472569441,737187.543784722,737187.5403125,737187.536840278,737187.5333680559,737187.529895833,737187.526423611,737187.5229513891
737151.630462963,737151.6269907409,737151.6235185191,737151.6200462959,737151.616574074,737151.613101852,737151.60962963,737151.606157407,737151.602685185,737151.599212963,737151.5957407409,737151.5922685191,737151.5887962959,737151.585324074,737151.581851852,737151.57837963,737151.574907407,737151.571435185,737151.567962963,737151.5644907409,737151.5610185191,737151.5575462959,737151.554074074,737151.550601852,737151.54712963,737151.543657407,737151.540185185,737151.536712963,737151.5332407409,737151.5297685191,737151.5262962971
737150.5921990741,737150.5887268521,737150.58525463,737150.581782407,737150.578310185,737150.574837963,737150.571365741,737150.567893518,737150.5644212959,737150.5609490741,737150.5574768521,737150.55400463,737150.550532407,737150.547060185,737150.543587963,737150.540115741,737150.536643518,737150.5331712959,737150.5296990741,737150.5262268521,737150.52275463,737150.519282407,737150.515810185,737150.512337963,737150.508865741,737150.505393518,737150.5019212959,737150.4984490741,737150.4949768521,737150.49150463,737150.488032407
737148.560833333,737148.5573611109,737148.553888889,737148.550416667,737148.5469444441,737148.543472222,737148.54,737148.536527778,737148.5330555559,737148.529583333,737148.5261111109,737148.522638889,737148.519166667,737148.5156944441,737148.512222222,737148.50875,737148.505277778,737148.5018055559,737148.498333333,737148.4948611109,737148.491388889,737148.487916667,737148.4844444441,737148.480972222,737148.4775,737148.474027778,737148.4705555559,737148.467083333,737148.4636111109,737148.460138889,737148.456666667
737145.580219907,737145.576747685,737145.573275463,737145.569803241,737145.566331018,737145.562858796,737145.5593865741,737145.5559143521,737145.55244213,737145.548969907,737145.545497685,737145.542025463,737145.538553241,737145.535081018,737145.531608796,737145.5281365741,737145.5246643521,737145.52119213,737145.517719907,737145.514247685,737145.510775463,737145.507303241,737145.503831018,737145.500358796,737145.4968865741,737145.4934143521,737145.48994213,737145.486469907,737145.482997685,737145.479525463,737145.476053241
737143.548854167,737143.545381944,737143.541909722,737143.5384375,737143.534965278,737143.531493056,737143.5280208329,737143.5245486109,737143.521076389,737143.517604167,737143.514131944,737143.510659722,737143.5071875,737143.503715278,737143.500243056,737143.4967708329,737143.4932986109,737143.489826389,737143.486354167,737143.482881944,737143.479409722,737143.4759375,737143.472465278,737143.468993056,737143.4655208329,737143.4620486109,737143.458576389,737143.455104167,737143.451631944,737143.489814815,737143.486342593
737141.573032407,737141.569560185,737141.566087963,737141.5626157409,737141.559143519,737141.555671296,737141.5521990741,737141.548726852,737141.54525463,737141.541782407,737141.538310185,737141.534837963,737141.5313657409,737141.527893519,737141.524421296,737141.5209490741,737141.517476852,737141.51400463,737141.510532407,737141.507060185,737141.503587963,737141.5001157409,737141.496643519,737141.493171296,737141.4896990741,737141.486226852,737141.48275463,737141.479282407,737141.475810185,737141.472337963,737141.4688657409
737140.5382407409,737140.5347685191,737140.5312962959,737140.527824074,737140.524351852,737140.52087963,737140.517407407,737140.513935185,737140.510462963,737140.5069907409,737140.5035185191,737140.5000462959,737140.496574074,737140.493101852,737140.48962963,737140.486157407,737140.482685185,737140.479212963,737140.4757407409,737140.4722685191,737140.4687962959,737140.465324074,737140.461851852,737140.45837963,737140.454907407,737140.451435185,737140.447962963,737140.4444907409,737140.4410185191,737140.4375462959,737140.434074074
737138.6035879629,737138.6001157409,737138.596643519,737138.593171296,737138.589699074,737138.586226852,737138.58275463,737138.5792824071,737138.575810185,737138.5723379629,737138.5688657409,737138.565393519,737138.561921296,737138.558449074,737138.554976852,737138.55150463,737138.5480324071,737138.544560185,737138.5410879629,737138.5376157409,737138.534143519,737138.530671296,737138.527199074,737138.523726852,737138.52025463,737138.5167824071,737138.513310185,737138.509826389,737138.506354167,737138.5028819441,737138.499409722
737134.61375,737134.610277778,737134.606805556,737134.6033333329,737134.5998611109,737134.596388889,737134.592916667,737134.589444444,737134.585972222,737134.5825,737134.579027778,737134.575555556,737134.5720833329,737134.5686111109,737134.565138889,737134.561666667,737134.558194444,737134.554722222,737134.55125,737134.547777778,737134.544305556,737134.5408333329,737134.5373611109,737134.533888889,737134.530416667,737134.526944444,737134.523472222,737134.52,737134.516527778,737134.513055556,737134.5095833341
737125.610138889,737125.606666667,737125.6031944441,737125.5997222221,737125.59625,737125.5927777779,737125.5893055559,737125.585833333,737125.582361111,737125.5788657409,737125.575393519,737125.571921296,737125.568449074,737125.564976852,737125.56150463,737125.5580324071,737125.554560185,737125.5510879629,737125.5476157409,737125.544143519,737125.540671296,737125.537199074,737125.533726852,737125.53025463,737125.5267824071,737125.523310185,737125.5198379629,737125.5163657409,737125.512893519,737125.509421296,737125.505949074
737120.566805556,737120.563333333,737120.559861111,737120.5563888891,737120.5529166671,737120.549444444,737120.545972222,737120.5425,737120.539027778,737120.535555556,737120.532083333,737120.528611111,737120.5251388891,737120.5216666671,737120.518194444,737120.514722222,737120.51125,737120.507777778,737120.504305556,737120.500833333,737120.497361111,737120.4938888891,737120.4904166671,737120.486944444,737120.483472222,737120.48,737120.476527778,737120.473055556,737120.469583333,737120.466111111,737120.4626388891
737115.573553241,737115.5700810179,737115.5666087959,737115.5631365741,737115.559664352,737115.55619213,737115.552719907,737115.549247685,737115.545775463,737115.542303241,737115.5388310179,737115.5353587959,737115.5318865741,737115.528414352,737115.52494213,737115.521469907,737115.517997685,737115.514525463,737115.511053241,737115.5075810179,737115.5041087959,737115.5006365741,737115.497164352,737115.49369213,737115.490219907,737115.486747685,737115.483252315,737115.479780093,737115.47630787,737115.472835648,737115.469363426
737113.580347222,737113.576875,737113.573402778,737113.5699305559,737113.5664583329,737113.5629861109,737113.559513889,737113.556041667,737113.5525694441,737113.549097222,737113.545625,737113.542152778,737113.5386805559,737113.5352083329,737113.5317361109,737113.528263889,737113.524791667,737113.5213194441,737113.517847222,737113.514375,737113.510902778,737113.5074305559,737113.5039583329,737113.5004861109,737113.497013889,737113.493541667,737113.4900694441,737113.486597222,737113.483125,737113.479652778,737113.4761805559
